"runoff","rain","snow","etact"
412282836.88229,376406.25,0,1343714831.99129
415274738.954437,1368750,0,1111224068.27118
416592462.229403,0,0,1424632366.69867
415848925.527644,0,0,1229495330.44608
412844726.525239,0,0,1010698766.98172
407417940.849999,0,0,922738771.442568
400103370.249961,0,0,897702694.40783
392264762.991637,13630485918.75,0,4328262180.33665
383136162.237574,2940363012.5,0,2626367186.33281
372671300.960331,7940000,0,1250293343.07744
361465201.203554,0,0,1241449397.81997
349851497.727055,65946712.5,0,1227975657.42879
338270761.579329,2162318225,0,2625302270.21874
326999233.630097,0,0,1126043653.02149
316232618.070205,0,0,1183715674.45251
306168180.442963,0,0,907507939.650894
296960440.314609,0,0,979273629.544379
288680255.1675,248732681.25,0,1079263471.12403
282553869.183737,12242283250,0,896302873.958892
276565818.062275,1335548600,0,1677322495.18749
271365835.429176,318149468.78125,118969368.71875,1801984451.48095
266759264.792117,11640763.6979167,5385955.05208333,1009631658.59572
262620861.739276,978656.25,390093.75,790822514.965831
258853551.934114,0,0,843813167.850073
255372378.692462,0,0,950097321.289122
252136553.934752,0,0,987875661.450184
249106887.719382,0,0,894286928.597467
246265856.387681,0,0,633789507.885199
243590467.966223,0,0,887062602.249223
241030149.904706,0,0,482998702.708674
238568905.358216,0,0,574931164.132868
236125002.355082,0,0,533829902.738891
253990901.30984,60609747937.5,0,1769909754.92849
271947848.801595,7916760718.75,0,1118035036.35339
293344899.972319,6365227787.5,0,2343505050.26224
321173247.423398,480166518.75,0,805026154.771489
358775762.439462,0,0,1922685072.98506
407164420.971674,6909056.25,0,1857312010.39011
516903606.53384,41972577250,0,1849674707.89531
696228854.076802,54362531781.25,0,916264652.8125
960449118.043596,22236848556.25,0,1469115133.74936
2172780196.41357,72220926556.25,0,886678426.25
6210180944.99501,99648792131.25,0,734824397.5625
11012737741.1314,27243688393.75,0,1213396927.75
16645228302.1169,60978296493.75,0,783233158.5
19522111428.1887,20876906.25,0,1602642141.3125
19738251138.3848,0,0,2033467960.8125
18078962948.8374,0,0,2583941379.875
15532058819.4167,1114215518.75,0,2197169682.9375
12830494261.6255,973930225,0,1329229662.875
10407994907.7602,13980597625,0,845240751.9375
8436461016.44349,9316143168.75,0,476475967.3125
6877075336.59354,26967293.75,0,317481702.6875
5701830402.511,10573235469,4361231,1308472158.875
5748971947.27104,46117616944.1563,1352795330.84375,748343055.6875
6782893058.73309,33829933742.9583,2149712819.54167,541069296.9375
7525028792.36341,1721890915.27083,21801609.7291667,823843869.125
8036621273.11526,0,0,942417262.625
8056577323.04715,0,0,1557994067.4375
7629688104.69384,0,0,1207754305.4375
6942224244.76125,0,0,1931293419
6171588453.50711,0,0,1264351569.375
5429475173.22281,0,0,1794455878.75
4768541887.76937,123478551.916667,95440423.0833334,1149992720.25
4205349798.35524,3469999009.53125,1047337021.71875,1297769159.125
3736293434.08284,3933018084.70833,659098934.041667,1213405860.375
3351337812.17674,793097068.0625,109844.437499999,1266252577.875
3038960954.36903,13476487.5,0,1367397518.625
2787679221.32201,1404622911.09375,94142457.65625,594364034.75
2586891606.79328,85354075.4791667,710488168.270833,1520832347.625
2426247792.32538,0,0,1776409288.375
2297373936.75727,4195190.47916667,22347934.5208333,760900661.125
2215197637.40674,8307324451.33334,6650431023.66666,506496751.25
2217394746.20471,13781656063.1771,11402401324.3229,287515817.125
2240378498.93416,7472407.5,108488367.5,510184352.625
2280958789.19344,0,0,925684752.375
2326634768.03373,0,0,995954962.625
2365862910.17015,36651174.5625,1716938800.4375,1389478807.25
2389560554.02656,0,1334531.25,1643875105.625
2393154410.84054,0,35858350,1212909000.125
2375803294.55801,0,0,1096322251.25
2339550668.40277,0,0,934623769.125
2288245107.46406,0,0,879387447.125
2226189009.8781,0,0,775823261.75
2157631932.12372,0,0,935331778.125
2086018467.07317,0,0,2055918149.125
2013810992.55401,0,0,2542618238.5
1943188257.71785,0,0,1984135987.875
1876315450.24355,0,0,1403798532.375
1814605990.11794,0,0,1486266200.75
1758239177.97029,0,0,2186942785.9375
1707791042.65509,0,0,1440253265.625
1662161090.75846,0,0,898724351.5625
1620530665.7613,0,0,791758843.75
1581802891.86271,0,0,1141131076.5625
1545064949.99522,0,0,895005860.9375
1509412120.83993,0,0,858350721.875
1478072473.63994,3631070320.68751,4594291423.06251,400922607.8125
1448167782.12389,62302755.8229166,55152612.9270834,721139184.375
1427617607.22874,15712328606.9688,1939914730.53125,326190804.6875
1415670785.10185,9656325889.42708,1173366666.82292,1015680518.75
1412167694.2273,463642516.416667,438341389.833333,1275670968.75
1436900415.12281,10395662196.5417,10730624778.4583,931893495.3125
1498389128.49011,7885900137.30208,5610476550.19792,417059789.0625
1607096649.52883,3960712670.36458,5365511342.13542,583929720.3125
1773368658.49629,3173584282.08334,18185878811.6667,432747231.25
1981753816.28572,760453492.46875,74486020.03125,979500176.5625
2230846255.41219,4141945104.1875,6411151464.5625,1271572846.875
2477468674.11366,9149262.5,1960002781.25,572468904.6875
2688534856.86535,0,87036306.25,710028215.625
2843564075.19922,41396107.0729167,7762002611.67708,547357287.5
2943543988.44534,413176098.052083,2426653745.69792,437581342.1875
2985508055.90882,2594951.9375,2809768010.5625,412827423.4375
2979006935.70586,11740694.3333333,222450874.416667,634716712.5
2935718735.78594,240503214.072916,1383149748.42708,263509825
2865241695.91956,0,0,575900743.75
2780777285.10039,185436727.125,2973365160.375,821648984.375
2693131084.24241,920266089.072917,5143958110.92709,556859365.625
2620997468.82609,2335825510.41667,29847528914.5833,453290637.5
2576544318.80104,3046211774.20833,14943591919.5417,555044278.125
2536839456.89316,1179307.1875,1893396392.8125,643216918.75
2492326772.6609,0,0,652628976.625
2441646961.93414,0,934738975,732384870.8125
2384621221.57198,0,140188381.25,788262780.5625
2322886501.4268,370672594.260417,2151836293.23958,655643140.0625
2267122331.65077,618859315.937499,3540044296.5625,424911621
2224606954.28555,8183491.77083333,151652839.479167,985933336.5625
2186278410.51759,0,73870556.25,1037902140.3125
2150970911.5671,0,503425500,575238980.375
2118755897.00936,928985.3125,283529552.1875,196942896.5
2087263212.57453,0,17700437.5,596135086.0625
2053482386.23062,608000.9375,723324724.0625,504583109.1875
2015615213.2697,0,474710325,559499931.875
1973698584.07619,591784.208333333,171410915.791667,449234323.6875
1930464031.79738,211316089.229167,779404473.270833,364394307.0625
1889218951.88762,9263428.23958333,17023803.0104167,369418149.9375
1851133099.6515,0,0,468162373.9375
1815822203.17247,0,0,689382279.75
1783053312.09403,2381694.58333333,3809055.41666667,740161931.25
1754720075.44407,3201249.25,55090488.25,466575164.0625
1733031134.22045,610857010.739583,5550752908.01042,256287018.875
1717116611.67266,321161347.78125,6153730108.46875,391190131.9375
1720257192.49778,5466106030.33333,6147032057.16667,313022638.875
1760580326.32685,4978465123.625,12102265945.125,242341765.5625
1852565591.21712,6899417486.27084,4081485651.22917,688481401.5625
1992691301.67327,53252493.4583333,98603975.2916667,776503762.1875
2154864590.19278,0,0,1332060202.3125
2302927230.87477,0,0,1343255617.9375
2419350247.1896,54227952.6145834,1978536153.63542,802721940.5
2501596584.44508,62580557.5625,37376161.1875,663610429.5625
2548407412.45482,317626387.562499,207478274.9375,637800266.3125
2776367172.50013,24454554546.3333,11523219934.9167,582960987.5625
2977309152.53673,481607552.177083,1851702035.32292,681337930.8125
3160674973.249,1184868545.65625,6389628691.84375,656354550
3443710055.58066,9286115718.45833,14116978256.5417,1053791925.125
3687658570.36628,3818728146.3125,1693222491.1875,765878760.0625
3848264985.78227,614344510.552083,37425533.1979166,1064415109.5
3917948515.27234,2799562.5,1974656.25,1439462530.625
3917241303.57263,0,0,1700641321.375
3873702810.23369,0,0,1332151627.1875
3808015332.65571,0,0,1677112887.25
3732929746.93784,896343354.3125,602754314.437499,634129614.3125
3653856662.99663,0,0,1829685794.5625
3574037054.54713,0,0,1172848810.4375
3494329841.85593,15455649.0104167,54471419.7395833,1609610582.1875
3413313436.56793,0,0,1587334801.1875
3328827484.25059,0,0,641821784.3125
3241025673.18494,2128422698.35416,4050332645.39583,624173870.875
3148654431.00779,9249101.125,38226817.625,1423291054
3052570266.45319,0,0,1556612195.875
2954207669.76567,0,0,1016912042.5625
2856394400.22926,0,0,1136041149.8125
2760575986.19248,3309769.79166667,25804980.2083333,898810233.8125
2667834345.57016,90109.375,19387078.125,384673937.5
2578649379.05386,30182563.6458333,38174142.6041667,782889036.5625
2493220053.97406,0,0,1754701377
2412231841.46172,0,0,1089180196.9375
2336745186.89299,0,0,2206132750.5
2267301783.7629,0,0,2549817387.1875
2204000825.79601,0,0,2016705451
2146116622.63376,0,0,1818919646.3125
2092190067.11051,0,0,2389404693.25
2040696600.74154,0,0,1227559496
1990420142.28241,0,0,1823141607.125
1941106494.68883,0,0,2094327084.875
1893299140.2524,56166525.8958333,29342211.6041667,1721626998
1859159356.52221,9547496283.18749,11290775766.8125,483663047.625
1840950313.92026,6172729687.69791,5855481324.80208,1258005588.5
1837839993.12181,1363632776.32291,6373458754.92708,914945187.125
1847289594.8675,18659850.8020833,451576061.697917,1902425500.25
1864449651.08256,8702526.34375,91097273.65625,1959711661.25
1883167316.23946,167689.84375,137759685.15625,1908309640.625
1897377044.65922,0,64460462.5,2111971808.25
1916442980.59022,3662335705.36458,44725533775.8855,527104559.375
1929644098.71876,212023345.84375,7768414172.90625,493403691.875
1934639313.46891,3284281.40625,321517387.34375,1116005315.25
1944026142.96742,47251.875,12874773.125,1877630761.625
1959443883.22497,0,0,2305426755.875
1959804435.60103,0,0,1799214296
2055655632.40929,16320842206.7917,7428746261.95833,1549493912.5
2176873551.98592,4499900397.04167,12446086196.7083,691851770
2335083081.37526,573222636.604167,1683779782.14583,1150624044.125
2544351496.11818,4362599682.69792,8431349692.30208,627139844.125
2742402627.94328,416004.375,24462995.625,1470927881.125
2906347051.43965,0,0,1936416354
3041576708.81744,3663012579.4375,7940880526.8125,1025327592.875
3129874844.64564,1766450194.875,2852547442.625,1888560646.5
3173104224.89062,1545420558.36458,796249010.385417,846848234.375
3178169861.05657,861850988.427083,22535624.0729167,1711661795.25
3155557946.13882,42321187.8645833,5062874.63541667,1366947057.875
3115580331.38002,0,0,4111770480
3069459022.29666,111751500,0,2583033700.5
3027438354.94613,159647512.5,0,2842608906.25
2995296646.4295,16503906.375,4738512.375,3544909461.125
2975326334.8239,11278460.9375,282336482.8125,3359419943.3125
2965395251.4617,74061976.75,279751779.5,2911759883.5625
2958864582.4566,841992138.677083,1111512886.32292,2804653408.625
2945301082.39324,290091513.947917,353297404.802083,1801506658.5625
2914235536.08843,123406.666666667,15217718.3333333,3266970973.5625
2859539474.39569,111533627.427083,282218641.322917,2506367614.8125
2780290054.67453,0,44632518.75,3594332011.375
2680344124.48421,0,0,3248900471
2565995288.10683,0,0,3570305109.3125
2444298434.57266,0,0,3628892195.0625
2321727078.00387,0,0,3631843360.79626
2204504555.21895,4040196196.96875,11943959.28125,2405157537.29035
2131777744.49659,33191633358.1875,886212029.3125,811953936.3125
2104581907.00229,15530633939.4479,159120216.802083,621440477.3125
2141011016.32504,11547395595.6875,159495060.5625,2219082436.4375
2245057994.65164,93829543.75,0,2660070278.875
2411172892.43033,3479985.15625,543108.59375,3621947830.75
2619839569.97791,438052931.46875,1512410981.03125,3259664393.5
2835635165.73276,71347370.2916667,1251501573.45833,2392822930.95996
3017464705.07777,941382.9375,38349942.0625,3351778369.66252
3133124910.07199,0,0,3192209942.0735
3170121689.61535,0,0,3276565458.76578
3132649004.17083,0,0,3802896542.4824
3037444354.91179,64153757.3541667,25372455.1458333,4280779817.37335
2903946638.24035,10207276.3020833,8934911.19791667,3588629182.9317
2751334496.45518,10655693.75,0,3860748425.05124
2594388039.20466,2309687191.71875,471286995.78125,1974189270.06743
2442797830.12222,35142775,0,2291297157.76007
2302097993.92423,0,0,1599541864.34856
2174640190.69338,0,0,4841389755.32544
2067484744.82278,11458425472.125,2985184.125,2255165375.5
1982874795.46821,13741885403.4583,238482134.041667,1034021646.5
1912751825.6561,1270801525,0,3296717344.04143
1864739528.67261,8796003587.6875,433913831.0625,1130340322.375
1834583181.60084,543694961.625,295313.374999999,4360214329.35768
1827768233.41414,12114732937.75,254450293.5,2428512815.125
1840546250.45269,47961945.8645834,22126410.3854167,3421668617.61894
1871085580.76936,1846590390.72917,566678.020833333,4513424869.12134
1914270341.8021,0,0,5165425607.09283
1963214676.72277,693885400,0,4898389494.65428
2011209266.74343,9031116505.40625,1299825.84375,2223146539.375
2093684672.45358,24811824328.3646,105883521.635417,3805983770.75
2165807113.62726,1251651678.70833,57553683.7916667,3927144108.49181
2237912406.51866,149229880,7916688.75,3215019282.77786
2305172298.26159,53166132.46875,16380.0312500001,3120014180.65456
2361068993.64529,549651691.666667,13167383.3333333,2682494172.75048
2396498515.94219,1454269206.35417,1352993.64583333,3622261345.08804
2399249355.04525,464125949.145833,2956419.60416667,4982486790.47303
2373510894.00229,8577918084.39583,68232128.1041666,1907377247.375
2324793612.85997,9148364330.6875,38006588.0625,2219632849.25
2258792754.22376,3152052781.25,0,3562936761.77514
2180556272.43348,1547906.25,0,5556011205.17659
2095450607.84806,2430652581.25,0,5321904994.44853
2009775898.93,5801534250,0,4318502916.1666
1932617054.96062,12728176435.6667,47731020.5833333,1054183846.25
1977452549.45931,40170890584.9896,41923283.7604167,1308737731.5
2052110557.10567,6907938213.16666,286870099.333333,3057140599.75
2162519336.48856,225447719.291667,88264586.9583333,3076228516.31279
2295213754.29541,3635147668.95833,222011612.291667,2361879936.82794
2425381066.28749,1324643311.23958,470268701.260417,4779924337.15502
2527477137.53505,0,0,6208325742.34497
2583866852.55537,0,0,7157167725.15311
2588269830.88788,0,0,6584803906.42544
2544066169.72492,0,0,7539161266.65544
2460739107.69533,6221250,0,7724319365.73478
2404248356.09379,20002484937.5,0,1675094281.5
2288215314.02089,6342632806.25,0,2872880956.38937
2170768414.68637,5580455643.75,0,3378154502.8125
2073121391.86842,14086917606.25,0,1779512719.3125
1986776523.28627,0,0,6372407791.4134
1910760419.95969,0,0,6028653795.42723
1842856023.86677,0,0,5313192629.21524
1780074156.1517,4426269700,0,8273783940.48296
1720345463.02184,60174906.25,0,6178643266.65378
1661190919.12851,2180311337.5,0,7427986867.15905
1606374706.74433,14360446475,0,3520505331.45731
1553048494.81185,50328650,0,4826435467.70343
1501495731.22182,36722887.5,0,6397984637.42898
1452636847.48513,0,0,6245060212.76333
1407401829.42823,112301875,0,6218787835.33746
1366239741.4847,366611568.75,0,2526054765.49714
1330867240.57409,9981697575,0,1340552080.6875
1299115259.23375,6631360681.25,0,2155454392.125
1270322633.82284,3193960700,0,4150256425.04457
1243122027.44082,6747936253.17708,4400840.57291666,3726960775.13384
1216976234.08495,194081951.8125,1264748.1875,4686662418.50314
1191843406.68171,152590150,0,6239182533.26217
1167939869.75543,252179868.75,0,5213438697.75844
1145375572.39919,0,0,5820920231.52542
1123985438.4177,1392229456.25,0,4301979981.73922
1103190722.02955,13304081.25,0,5194743417.72007
1082233853.77496,0,0,5644624076.95577
1060512990.19819,0,0,5184915497.5401
1037552163.61379,814687.5,0,3595018958.4691
1013898172.38796,1324341850,0,3701821410.8448
987939951.261851,2815932875,0,4068925588.87374
977369073.923535,48099911906.25,0,1311259899.625
966612952.352924,2519790487.5,0,3747151102.14496
966644977.908603,88445450,0,4438426045.25091
986530838.973073,41140250,0,5221990843.91498
1036138508.17554,0,0,6214128040.85656
1116987275.15495,0,0,5542044550.39896
1218065873.59435,686557400,0,4973992970.55348
1318733754.86003,5003518875,0,1707121254.70824
1396004471.5859,4042937.5,0,3766263120.08405
1436187850.72593,0,0,5437166701.94548
1436825766.43113,0,0,6170150303.02777
1403927611.01648,0,0,5778155521.88182
1347290704.00658,1995886525,0,4602058918.5642
1276565743.52785,61861912.5,0,4212896812.84676
1199717293.36167,0,0,6230678256.41359
1122587677.14409,0,0,6283572909.68067
1048733612.35823,0,0,5796467136.85144
980026407.532446,0,0,5435838759.67471
917641941.944223,67277781.25,0,4434716362.57212
861387120.911036,4070825,0,3684517185.86624
811438686.422988,0,0,4314428930.36685
767254132.195092,342187.5,0,4022582372.78142
728234472.841484,0,0,3778554227.50093
693800395.403912,0,0,3824257585.2159
663284863.052153,0,0,4778862528.8919
636181741.408916,0,0,2537994914.15811
612026804.217916,39044875,0,2258720769.89237
590451913.024101,0,0,3432688567.85359
571063110.575513,0,0,2926530414.87091
553566725.124584,0,0,2832427805.83753
537711656.762177,5287865806.25,0,4161532270.95073
523232934.750924,70158937.5,0,1328235116.077
509960679.800019,0,0,2436274930.73311
497774932.866295,0,0,2336756608.62289
486617890.184724,0,0,2173320306.00038
476476359.039243,0,0,1679457366.79499
467328201.570119,0,0,2152020903.59604
459157728.302873,0,0,1905499458.8893
452186196.749126,8757093025,0,2628116572.60463
446143876.101993,634847662.5,0,1790829032.17205
440765823.125821,116342206.25,0,1579039548.70121
435910849.292319,1120857587.5,0,2259120114.83723
431438655.751513,148716425,0,1548610600.4063
427245291.405454,814687.5,0,1293893368.7532
423273144.698994,8958300,0,1766353666.94195
419495525.267095,0,0,1683462574.40003
415895563.055548,0,0,1193441749.47635
412456646.846243,0,0,1191177226.20901
409134379.418183,139132112.5,0,857957881.004427
406398890.395113,13141370437.5,0,1846427946.2273
426025325.634703,45031047837.5,0,1490610163.74758
429168613.95952,12463418.75,0,2922327528.71699
434605429.250333,131097193.75,0,2795460732.9004
443293181.079351,3285000,0,3155070340.70823
456759551.63991,20150612.5,0,3719474604.62302
476660663.919827,0,0,3231639268.41973
503658698.910262,0,0,2921953199.42367
536534246.550196,0,0,2881318426.35867
571847275.759645,0,0,2752960016.5984
605485059.971664,8728792350,0,2909769156.17765
632143491.994228,0,0,2794984847.71669
648522582.41004,0,0,2449898786.51917
653577130.739793,2475945400,0,2564613430.95596
648261577.140956,3325593.75,0,1446125136.40206
634489373.165734,18535768.75,0,1907726644.36847
614584936.048273,17159318.75,0,1657596797.84021
590897242.098255,0,0,2100038177.78672
565286016.969349,33379243.75,0,1555918380.65807
539146117.620471,0,0,1624788063.22483
513485356.388092,0,0,1756923173.27919
488907126.47715,0,0,1415142197.98993
465833593.267928,0,0,896275317.409358
444456055.69785,0,0,1203505261.84013
424804278.226108,0,0,1112932182.47786
407462335.160433,6265688575,0,4128697622.84351
393309956.916991,30357832293.75,0,2684549165.23233
385942690.208639,35577341281.25,0,1881578719.87807
382882918.763796,0,0,3136617437.08719
382912164.711848,0,0,3117905144.44539
386484029.94454,0,0,3026554411.14061
395017221.822202,0,0,2959296336.75057
410212641.978309,107113625,0,2170103213.84485
432506329.978571,9043031.25,0,1839739793.45813
461274218.853396,0,0,2376314848.51778
493609738.6022,0,0,2632727608.31817
525092091.507694,0,0,2240823070.0118
551095570.368285,0,0,1698831906.36814
568191903.158291,0,0,1787028594.28009
574735272.290459,0,0,1446801408.78746
571072401.507758,0,0,1361949855.38215
558801727.840236,109884187.5,0,1419801040.91808
543609326.843615,21687078687.5,0,776468414.297994
523380141.07408,693000510.958334,30074957.7916666,631130157.989643
500721611.958776,683483663.156249,1117249636.84375,1179627225.32469
482449343.571899,19814439909.4479,4106486953.05208,1941981371.40601
463288505.583195,10619660327.8854,1833680903.36458,551793254.26372
445891526.063781,96516953.2916667,165238346.708333,1408529975.91589
430501561.911357,34268386.6354167,36877982.1145833,1516156035.37473
417783423.568,0,0,687900045.979406
412304192.951184,23487001817.875,9277188.37500001,840550762.173712
473691488.580597,56823367218.75,0,1751003537.05035
574608840.227845,24144355921.2812,497074672.46875,786705714
722446529.198795,752876068.614584,735780325.135416,1024793933.24336
950502949.726669,3662434.08333333,14017865.9166667,1714339270.10714
1264159198.92484,0,0,1934869422.70346
1612638116.75189,0,0,1712239449.14018
1912930481.10957,160054853.947917,27785014.8020834,1596608197.94299
2101927261.83648,1336348572.96875,506860820.78125,486678002.306091
2254640778.24952,44322484069.7084,3232178411.54167,612397940.75
2325519102.93127,1975440850.73958,1252178811.76042,1479944558.50572
2342274168.97198,0,0,1959529343.70545
2333725755.45735,0,0,2048298527.18815
2315994322.38652,0,0,1903910431.58662
2290436096.38089,0,0,2445043414.36119
2249635527.04961,0,0,2421884867.24785
2185644376.34262,0,0,1448462821.04405
2094985117.00014,0,0,1107935266.58487
1996017377.54389,15419753198.8437,1233848826.15625,852206733.5
1881360698.25742,620105224.583334,1916504806.66667,408965647.125
1763233490.89557,1232451438.70833,4414600655.04167,407993954.875
1649047004.48682,5872466832.66667,2054082842.33333,913586196.13309
1541987815.48628,941208459.864584,1593235358.88542,340600489.75
1443834739.75093,16443204.8958333,10135070.1041667,789113389.25
1361777710.91981,8819901754.5625,827016026.6875,468193942.75
1295794721.31068,4669880170.39584,127404229.604167,504743897.25
1242156219.26971,0,0,961136208.5
1197830683.53836,128051213.802083,231590192.447917,938028385.771929
1197199711.1003,19178297396.5208,11107822765.9792,500147816.875
1214662662.42547,17086314.9895833,475158472.510417,1166913282.41281
1244302103.60976,0,0,1209765342.15259
1279645462.08643,184781.25,157406.25,905877345.668755
1315479937.35506,0,0,874056598.832655
1346554787.87423,2269830487.5,0,957841087.862895
1369826180.64864,5152888694.28125,60725368.21875,1174182806.75
1381878917.83761,0,0,1697133653.78613
1382019997.67526,0,0,2048044354.79351
1371443734.40556,0,0,1279034042.6993
1352468046.58545,0,0,1308991831.97606
1327582229.82813,1848950.59375,578555.65625,1299134640.60969
1299136814.48968,0,0,313450975.802375
1268891580.92848,314525925.84375,259466042.906251,998441355.629393
1244645622.22692,7639261624.17708,3869115413.32292,454025358.375
1217935554.0842,20263674.8958333,509278050.104167,1083697775.75
1192306763.12261,194468246.302083,2995040116.19792,1057023074.80415
1167844642.72626,316111.25,1332346182.5,853344936.295145
1144752248.20901,0,287708875,848737794.362868
1123313756.33385,0,443288212.5,725429715.648714
1103585478.39236,0,784606087.5,510692207.37548
1085400124.77022,0,297958475,857895231.315557
1068404812.67582,2138432.5,1350902505,1082636872.05726
1052091832.39934,30379498.59375,1239016363.90625,1079130219.50142
1036343015.45709,643403440.354167,2049644740.89584,808443469.291239
1020283211.13033,0,954543893.75,970639431.538121
1003801586.48236,0,111358275,604623138.385478
986908869.274656,0,0,663593776.351289
969751217.880977,0,0,726864584.35225
951903743.049145,0,0,597017704.130743
933981324.468178,0,0,982020417.760816
916149533.422202,0,0,462835130.485609
898520130.031448,10994193.4895833,5331400.26041667,698584742.863884
884695213.787841,5065338276.09375,5882578167.65624,596169945.3125
871940825.631117,0,0,1292192666.21185
860755038.568698,96206825.1979166,2747961431.05208,958713464.963431
850945690.009863,14542815.9375,4799649190.3125,534537362.5
842460743.180998,0,1867312.5,808239990.396165
836371189.440237,449040564.84375,8234974797.65624,400776553.125
834486816.228003,1513380195.89583,7741604072.85417,777164018.75
836736560.224872,0,8211775,1667590400.80597
841240029.902111,0,0,916291030.862813
846725388.209839,0,0,956879678.640088
852193441.577093,137812939.854167,175077210.145833,1371471829.64246
857169342.676869,459647346.1875,1987733535.0625,1218888184.49467
861159151.339286,3621990.77083333,4011861902.97917,594395813.196303
863991915.278697,0,0,1073430540.13018
865768501.783703,0,0,827029243.088351
866930879.045705,0,0,882973357.482631
867494882.657757,0,0,1278948244.55888
867380684.545652,2523490.41666667,17266072.0833333,1805572661.34997
866153644.166046,0,15353700,1622639242.03766
864278238.330153,3539573975.13542,3148148849.86458,1438305863.69976
864680239.572729,5086278702.07292,7296649966.67708,823517612.5
865305693.708286,23768946.21875,2668219141.28125,1252231274.20008
867145075.240445,166769332,18789611368,546855753.8125
867515793.725063,0,12689343.75,1044548658.09725
867613925.928048,0,0,808181305.531223
867521254.136549,0,0,578428167.301802
867241221.076241,0,1574920518.75,305553777.48966
867982791.697795,3329863.95833333,113377636.041667,286358951.540176
869871679.017696,399067723.65625,12402009376.3437,535649397.3125
868666733.413333,50110096.8541667,2039560771.89583,385164736.9375
864652260.279836,0,14586607912.5,904227337.4375
859643539.282043,192781960.072917,16190791671.1771,473336734.25
852944112.976364,54172036.875,6144906513.125,955085165.085742
846529035.658633,1020552871.38542,6469325616.11458,428129296.8125
841505385.361608,221636620.71875,3228814191.78125,810310427.567276
844485382.774762,4360735397.52083,12555677508.7292,700166763.8125
861918752.658432,4221309790.57292,15769151478.1771,679807036.4375
882246539.170682,0,0,1288122467.81169
902378740.745514,0,0,1355146584.33017
918548751.64285,0,0,1027700315.29746
929415252.437364,0,0,1319402271.52669
936893595.634331,0,0,2254682650.1851
944253383.391457,0,0,1645219409.63286
950454450.460661,0,0,941066201.606208
954016911.928345,0,0,944929819.918894
954204712.794517,0,0,1013068426.94027
950779242.750293,0,0,1266163619.84628
943965164.790515,0,0,1345179949.73931
934108428.894375,0,0,1459309858.42185
922090651.792724,0,0,1603095189.66147
911433966.660584,1251453684.375,8709521503.12499,956105916.875
904352674.885263,1884243010.0625,6651460446.18751,485619235.25
900978128.553849,3250205.25,294708776,1463463815.80827
903432191.032001,0,0,1616581386.61256
912847896.181813,0,0,958217716.892576
929224334.091165,0,0,1606747467.82449
954992092.994356,1126414637.19792,591814181.552083,1378245760.77625
991030815.745099,422470824.239583,899009094.510418,692503328.654118
1032085378.00826,1534797.94791667,32996627.0520833,1289608650.35018
1071940360.79726,599579.0625,31603145.9375,1293813084.8062
1106248786.66173,0,0,1082179656.8337
1132296920.32176,0,0,1426666934.44174
1148655545.87687,0,0,1366322534.07669
1155320495.21215,0,0,670068187.208933
1153043340.77086,4074481.375,27158049.875,1325740997.37027
1143087474.98237,0,193948250,818566055.983312
1126875386.0464,0,1115444775,623939963.72285
1105948311.51723,0,0,1066976962.69261
1081657318.94542,0,0,1165633032.37112
1055225310.6653,0,4014641550,550012107.971636
1027962375.13285,13495926.1770833,3102086717.57292,637630533.551933
1001004139.7059,26760321.6770833,4272358059.57292,363064908.0625
975304588.023347,25874398.65625,596378470.09375,529082026.875
951183343.128182,0,0,1448589269.67288
929100244.086311,137870992.4375,7825772420.0625,635829219.6875
909211062.303679,665738732.427083,7454777473.82292,497737106.1875
893272500.63593,232588196.520833,423457678.479167,496700450.875
885312537.93401,2825970392.94792,3196043688.30208,779708170.75
888491453.964466,4599652389.60417,11351147554.1458,478508108.625
903274596.398931,4793052.39583333,32785135.1041667,1820509200.51484
928545340.158676,63850413.1770833,195750593.072917,1941683423.3116
966184536.300954,3059779836.72917,6474618663.27084,547772625
1017166179.33886,2687540.625,802771.875,1644732630.98086
1072988792.87733,374128844.927083,45627405.0729167,1265436454.25
1124227111.54907,0,0,2172224310.96174
1167162760.19483,0,0,1249480698.2597
1202648384.02472,99236931.25,0,1096156533.14746
1235598932.04968,6241099847.83333,1423219833.41667,937477447.189126
1271555633.94482,180180922.958333,136853083.291667,1729514351.55605
1316027637.31775,12960559.7916667,6910077.70833333,1963114912.51739
1379259638.40787,2301135585.76042,5761084620.48959,465843920
1455910101.51449,1510098.4375,151604689.0625,1840230743.02387
1539778397.67632,77942030.0104167,1807323613.73958,927899522.169895
1619508457.74218,0,191440018.75,1663328692.57446
1683495102.54181,0,0,2316809419.38019
1723572019.71215,0,0,1499154787.23203
1736976321.84925,3095375,0,2071908574.39193
1727949257.30316,4242808551.22916,1371958436.27083,935404349.875
1704281773.95138,6842439159.27083,1024317290.72917,1899277153.02084
1672930324.46189,342187.5,0,2550896910.80764
1642181738.03272,2515657656.25,0,3187598605.55749
1628330745.49937,9493003287.5,0,1716408713
1649740800.33921,0,0,3118977043.04891
1736565561.35209,7053931811.97917,5753500.52083333,1769839106.4283
2049798827.5682,45867094853.2083,396047896.791667,1057151050.625
2704976455.6362,24739046389.6042,659161479.145833,833480017.25
3728031059.7833,11113465600.6562,309365474.34375,636943116.75
4933916916.01244,3436636168.69792,6580693.80208333,572183075.6875
6013093464.61891,1344714630.375,8526319.625,1747667113.96024
