@context
jams.components.core.TemporalContext	TimeLoop	17744
@ancestors
@filters
@attributes
ID	precip_5	tmean_5	etref_5	etact_5	Runoff_5	
@types
JAMSLong	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	JAMSDouble	
@data
@start
1970-05-29 00:00	1.783667	11.740639	2.976923	2.897234	0.000000	
1970-05-30 00:00	0.062606	11.046769	3.023365	2.806696	0.000000	
1970-05-31 00:00	0.000000	13.064718	4.457828	4.074479	0.000000	
1970-06-01 00:00	0.000000	15.808422	5.269957	4.805754	0.000000	
1970-06-02 00:00	0.000000	16.608534	5.347469	4.651374	0.000000	
1970-06-03 00:00	0.002105	15.271960	4.177220	3.530971	0.000000	
1970-06-04 00:00	2.248400	12.317373	1.423630	1.400443	0.000000	
1970-06-05 00:00	0.651011	12.564416	1.337853	1.275709	0.000000	
1970-06-06 00:00	0.002090	16.850169	3.505962	2.978854	0.000000	
1970-06-07 00:00	1.396616	14.707643	3.355085	2.783176	0.000000	
1970-06-08 00:00	37.304686	13.957380	2.502477	2.694662	0.000000	
1970-06-09 00:00	14.871214	11.785930	2.013229	2.179338	0.000000	
1970-06-10 00:00	0.005522	14.741273	3.809751	4.101940	0.000000	
1970-06-11 00:00	0.002105	17.133565	4.427916	4.726916	0.000000	
1970-06-12 00:00	0.000000	17.364172	4.666600	4.938479	0.000000	
1970-06-13 00:00	0.762057	16.853404	4.286668	4.479961	0.000000	
1970-06-14 00:00	0.105474	15.909117	3.140256	3.226554	0.000000	
1970-06-15 00:00	0.699327	16.526321	3.653195	3.693141	0.000000	
1970-06-16 00:00	1.251289	18.054153	1.490112	1.571004	0.000000	
1970-06-17 00:00	6.386244	15.857129	3.033846	3.250784	0.000000	
1970-06-18 00:00	3.010586	13.173191	2.544299	2.736801	0.000000	
1970-06-19 00:00	1.309687	13.322481	2.109853	2.249257	0.000000	
1970-06-20 00:00	1.778443	14.171731	1.748859	1.870034	0.000000	
1970-06-21 00:00	0.489254	15.330326	4.104088	4.144012	0.000000	
1970-06-22 00:00	3.742879	15.441447	4.453842	4.540027	0.000000	
1970-06-23 00:00	0.695381	16.048257	4.514475	4.330786	0.000000	
1970-06-24 00:00	0.022763	16.756385	4.340488	3.990114	0.000000	
1970-06-25 00:00	0.366763	18.293869	4.644744	4.187169	0.000000	
1970-06-26 00:00	8.442295	18.070829	4.167074	4.245701	0.000000	
1970-06-27 00:00	1.314933	18.101897	4.572767	4.310034	0.000000	
1970-06-28 00:00	5.185924	14.250434	2.085397	2.162695	0.000000	
1970-06-29 00:00	0.022154	14.099736	3.863527	3.460201	0.000000	
1970-06-30 00:00	0.001233	12.083494	3.297129	2.771311	0.000000	
1970-07-01 00:00	0.000256	14.990965	3.471119	2.793538	0.000000	
1970-07-02 00:00	0.000000	14.981072	4.738672	3.722617	0.000000	
1970-07-03 00:00	0.000000	11.931334	4.192100	3.114388	0.000000	
1970-07-04 00:00	0.000000	12.829061	4.489722	3.225781	0.000000	
1970-07-05 00:00	0.000000	15.355133	5.208606	3.639693	0.000000	
1970-07-06 00:00	0.000000	17.825273	5.045613	3.391036	0.000000	
1970-07-07 00:00	0.012541	18.667134	4.638142	2.993418	0.000000	
1970-07-08 00:00	0.156089	16.970385	2.656059	1.640238	0.000000	
1970-07-09 00:00	0.153984	16.034366	4.083930	2.527028	0.000000	
1970-07-10 00:00	0.000000	17.780364	5.393749	3.087342	0.000000	
1970-07-11 00:00	0.000000	19.068103	5.216494	2.794063	0.000000	
1970-07-12 00:00	0.000000	20.964512	5.711359	2.917197	0.000000	
1970-07-13 00:00	0.333585	20.443918	5.470370	2.765407	0.000000	
1970-07-14 00:00	1.150076	20.199462	4.885378	2.617843	0.000000	
1970-07-15 00:00	1.627321	11.778808	3.319313	1.531713	0.000000	
1970-07-16 00:00	0.033507	9.495377	3.364561	1.292322	0.000000	
1970-07-17 00:00	0.000000	11.056016	4.076011	1.589576	0.000000	
1970-07-18 00:00	0.000000	13.303596	5.013199	1.921244	0.000000	
1970-07-19 00:00	0.003747	15.684721	5.092861	1.895218	0.000000	
1970-07-20 00:00	0.592169	15.025357	1.848258	0.901608	0.000000	
1970-07-21 00:00	0.179785	18.438492	3.723826	1.399421	0.000000	
1970-07-22 00:00	0.000396	19.319961	5.581897	1.883301	0.000000	
1970-07-23 00:00	0.000000	20.714828	5.048018	1.624771	0.000000	
1970-07-24 00:00	0.059467	21.605637	5.446279	1.672231	0.000000	
1970-07-25 00:00	0.000000	16.369610	5.548288	1.504707	0.000000	
1970-07-26 00:00	0.000000	17.562501	6.003367	1.520592	0.000000	
1970-07-27 00:00	0.000720	19.470296	5.038562	1.250464	0.000000	
1970-07-28 00:00	0.894260	18.996268	4.513453	1.506904	0.000000	
1970-07-29 00:00	10.424965	17.664379	4.350661	3.290433	0.000000	
1970-07-30 00:00	4.841984	17.062624	3.095608	2.320253	0.000000	
1970-07-31 00:00	7.617934	15.400064	2.984046	2.990746	0.000000	
1970-08-01 00:00	1.280836	16.524729	4.631823	2.750131	0.000000	
1970-08-02 00:00	0.681498	17.178200	4.087495	2.164592	0.000000	
1970-08-03 00:00	0.205733	17.102982	3.267774	1.458235	0.000000	
1970-08-04 00:00	0.001626	18.347840	4.479600	1.771036	0.000000	
1970-08-05 00:00	0.000000	19.264533	4.655053	1.704283	0.000000	
1970-08-06 00:00	0.002413	22.626257	5.503847	1.862797	0.000000	
1970-08-07 00:00	1.361624	21.023571	4.875807	1.883301	0.000000	
1970-08-08 00:00	2.151828	17.713148	3.722939	2.258578	0.000000	
1970-08-09 00:00	0.215641	13.563743	3.833979	1.047392	0.000000	
1970-08-10 00:00	0.000000	15.255191	3.915606	1.012846	0.000000	
1970-08-11 00:00	0.000000	16.897833	4.714287	1.201044	0.000000	
1970-08-12 00:00	0.000000	18.416060	4.937452	1.215202	0.000000	
1970-08-13 00:00	0.006343	18.773871	4.535201	1.075102	0.000000	
1970-08-14 00:00	0.657362	19.186759	4.404800	1.342933	0.000000	
1970-08-15 00:00	2.657056	17.740343	2.600706	2.003658	0.000000	
1970-08-16 00:00	0.031743	18.694117	3.177112	0.876120	0.000000	
1970-08-17 00:00	0.004987	17.099733	4.226689	0.865658	0.000000	
1970-08-18 00:00	9.348634	17.099489	4.167398	3.417937	0.000000	
1970-08-19 00:00	3.214007	18.314645	3.282281	1.882842	0.000000	
1970-08-20 00:00	0.607726	14.267138	1.163525	0.622104	0.000000	
1970-08-21 00:00	0.000000	11.883319	3.003573	0.886976	0.000000	
1970-08-22 00:00	0.000233	12.179385	3.536904	0.978765	0.000000	
1970-08-23 00:00	0.323960	10.780601	2.846186	0.918804	0.000000	
